policyholder_id,make,model,manufacture_year,vehicle_type,vin,registration_number,engine_capacity,fuel_type,seating_capacity,market_value,odometer_reading,has_anti_theft,has_airbags,has_abs,is_modified
ZW-PH-3596048515,Mazda,Demio,2015,SEDAN,PTGKEV4XZ9UMUT0D6,BQN 9461,2151,PETROL,5,9637.74,169572,False,True,True,False
ZW-PH-0481894942,Honda,Civic,2014,SEDAN,72FEB42GPDNN0ZX1G,TDV 9968,2103,PETROL,5,9031.51,262378,True,True,True,False
ZW-PH-8207361858,Honda,Stream,2009,SEDAN,3LJUMT48XZBVLWVTU,QGQ 3823,1753,PETROL,5,7451.58,300677,False,True,True,False
ZW-PH-4187892763,Mitsubishi,ASX,2015,SUV,DVVA73TTB8TCHFWG8,PYO 3336,3647,PETROL,7,12311.63,165438,False,True,True,False
ZW-PH-6417842507,Volkswagen,Tiguan,2006,SEDAN,M1TJY9A2PTFDZD127,SPC 2391,1679,PETROL,5,5067.29,476699,False,True,True,False
ZW-PH-6579517369,Isuzu,MU-X,2016,TRUCK,W1H8XMDL8NR5FLJFZ,BVC 0184,2996,DIESEL,5,11865.37,219499,False,True,True,False
ZW-PH-5867771403,Isuzu,MU-X,2022,TRUCK,FAH7UR5RRNPX3TZNG,FRI 3230,4676,DIESEL,5,9841.9,90633,True,True,True,False
ZW-PH-7539198825,Toyota,Raum,2011,HATCHBACK,U6BXF0HXJNUHLZNF2,ANY 8031,1590,DIESEL,5,6872.71,247755,True,True,True,False
ZW-PH-7539198825,Ford,Everest,2017,TRUCK,J60FFCHLANUZYPMW7,HSL 8214,4990,PETROL,2,6799.74,197267,True,True,True,False
ZW-PH-7539198825,Volkswagen,Amarok,2021,SEDAN,ZC2VBLNCRSB1BEDEZ,XXT 0227,2464,PETROL,5,11042.02,106828,True,True,True,False
ZW-PH-3993391892,Honda,Civic,2006,SEDAN,01GKN3WHSS3L16FT2,KRZ 3702,1254,PETROL,5,2823.95,309453,False,True,True,False
ZW-PH-7992456358,Ford,EcoSport,2015,TRUCK,K94CL5PVFSPCA7VS9,HSP 8466,2834,PETROL,2,12913.66,254132,False,True,True,True
ZW-PH-0223604028,Ford,EcoSport,2014,TRUCK,6CGMD3T1T6K2APW97,JKF 8677,3950,DIESEL,2,5645.65,235009,False,True,True,False
ZW-PH-9916510116,Honda,HR-V,2011,SEDAN,N7F9LUVP0MWNK5MBK,MPY 6938,1960,PETROL,5,5148.62,287503,False,True,True,False
ZW-PH-9916510116,Mercedes-Benz,C-Class,2017,HATCHBACK,UTF84BDP1PYB3X8G5,IEG 5953,2034,PETROL,5,25060.78,136921,True,True,True,True
ZW-PH-3443434726,Mitsubishi,Colt,2015,SUV,1CHH8NY2KGSKBKE8S,XJG 7698,4814,PETROL,5,13301.07,253421,False,True,True,False
ZW-PH-6092690288,Isuzu,MU-X,2018,TRUCK,5P21C7F8ND51SAKUA,XXP 3635,2664,PETROL,2,12604.52,162996,True,True,True,False
ZW-PH-9413926935,Volkswagen,Golf,2022,HATCHBACK,LWZUGVV44ZANUDLSV,KJU 1486,2403,PETROL,5,8808.26,90123,True,True,True,False
ZW-PH-4903952637,Volkswagen,Golf,2014,SEDAN,25PWC02KWG2WNSZN6,ILE 0968,2383,PETROL,5,9144.99,297936,False,True,True,False
ZW-PH-4903952637,Isuzu,Trooper,2007,TRUCK,PH34BBDW635RP87F2,OQL 6304,4375,DIESEL,5,9331.77,354822,False,True,True,False
ZW-PH-4903952637,Ford,Fiesta,2010,TRUCK,SZRPDNPCK03AF4U82,EFP 9780,3251,DIESEL,5,9340.34,289805,False,True,True,False
ZW-PH-9242964848,Isuzu,MU-X,2011,TRUCK,JNZTP5MGEE1B27MZ6,LSK 9590,3983,DIESEL,2,11410.19,347408,False,True,True,True
ZW-PH-4873334549,Isuzu,D-Max,2011,TRUCK,4RUS3836V3XECRDHJ,JTO 8190,4479,DIESEL,2,4086.83,276161,True,True,True,True
ZW-PH-0098309379,Ford,Fiesta,2024,TRUCK,85BNCAD50M574WJV6,VCF 7719,4895,DIESEL,2,19115.48,33474,True,True,True,False
ZW-PH-4540463303,Nissan,Note,2013,HATCHBACK,4N4C8PCF9WFNDZ5SN,OWY 3219,1732,PETROL,5,13350.44,289022,False,True,True,False
ZW-PH-0519670393,Mazda,Axela,2018,SEDAN,HZWJXCYSG5WJJ2B8N,RWI 0125,1209,PETROL,5,13567.71,193668,False,True,True,False
ZW-PH-9059963660,Mercedes-Benz,E-Class,2014,SEDAN,LB7V3WW0FJF5J5A1R,HEK 3028,2006,PETROL,5,20180.28,249391,False,True,True,False
ZW-PH-9165652487,Nissan,Qashqai,2015,SEDAN,WKFCDSKNCMTBYVD88,OBE 9183,2410,PETROL,5,3442.53,253582,True,True,True,False
ZW-PH-9165652487,Toyota,Yaris,2014,SEDAN,2WLA13SYVW0018X13,XXR 3023,1614,HYBRID,5,7674.28,265571,False,True,True,False
ZW-PH-5034498948,Nissan,Hardbody,2008,SEDAN,PDUAGG28WLHEWU4JC,REM 1707,1570,PETROL,5,10353.53,400064,False,True,True,False
ZW-PH-9034229840,Mazda,Demio,2016,HATCHBACK,81K5TZTAWA731XK05,DOM 1442,1309,PETROL,5,7579.18,227824,False,True,True,False
ZW-PH-5284405076,Mitsubishi,Outlander,2014,SUV,3EWJ8ZGJF0Y837AUF,BDS 6256,4804,DIESEL,5,5994.39,218284,False,True,True,False
ZW-PH-2106704916,Volkswagen,Polo,2026,HATCHBACK,RE4J59L82V13UNESC,UWP 2865,1865,PETROL,5,32247.32,0,True,True,True,False
ZW-PH-2106704916,Nissan,X-Trail,2019,SEDAN,354MZNX0ABJKDZKWF,GZK 7246,1433,PETROL,5,4612.78,175939,True,True,True,False
ZW-PH-9111703303,BMW,X1,2023,SEDAN,SWC0934TGW2SGUVG0,ZZE 3249,1434,PETROL,5,42643.02,70883,True,True,True,False
ZW-PH-0202430858,Mercedes-Benz,ML-Class,2015,HATCHBACK,HMPTUG73S32L795TV,YTJ 2114,1432,PETROL,5,23286.41,206044,False,True,True,False
ZW-PH-0202430858,Isuzu,KB,2014,TRUCK,T7P1Z7LPUW1EHUPH5,TUW 1289,4958,DIESEL,5,4939.67,242593,False,True,True,False
ZW-PH-4628820088,Toyota,Hilux,2007,TRUCK,FGRE1C4CD582719RJ,ESV 9638,3116,DIESEL,2,9222.85,345721,False,True,False,True
ZW-PH-4628820088,Toyota,Prado,2015,HATCHBACK,4CHFUM574HP4Y85HE,XGA 8555,1377,HYBRID,5,2525.51,256821,False,True,True,False
ZW-PH-1149991697,Nissan,Hardbody,2015,SEDAN,CS5VZ0NJ6BJW78PUM,VIA 4636,2343,PETROL,5,15995.83,197795,False,True,True,False
ZW-PH-1149991697,Isuzu,KB,2011,TRUCK,ASNP6H9FJYBDEUXCK,VZW 2202,3521,PETROL,5,9090.93,347624,False,True,True,False
ZW-PH-6890585777,Nissan,March,2008,SEDAN,ZYS2SNJNHL1RFFU0S,KKK 2002,2229,PETROL,5,1531.56,301481,False,True,True,False
ZW-PH-0586558171,BMW,3 Series,2005,SEDAN,4KB893MAJVJJ56164,PJC 1073,2382,DIESEL,5,11702.18,317197,True,True,True,False
ZW-PH-0586558171,Volkswagen,Amarok,2013,HATCHBACK,F0JAEDEGWHFA7K5CW,IEA 2634,1797,PETROL,5,9749.12,196050,True,True,True,False
ZW-PH-1092485080,Volkswagen,Tiguan,2017,SEDAN,WT4M15M7LLJLXXMLD,LIC 2754,1690,PETROL,5,6795.64,198966,False,True,True,False
ZW-PH-3970202860,BMW,3 Series,2011,SEDAN,16B5NG2LTZD88UARV,SLG 1931,1204,PETROL,5,4587.28,359039,False,True,True,False
ZW-PH-4237613328,Mercedes-Benz,GLE,2012,SEDAN,5V7BDUK9GMJTB7F7M,WXM 7863,1570,PETROL,5,19383.43,348506,False,True,True,False
ZW-PH-1655496510,Mazda,BT-50,2015,SEDAN,GLWAP57GWP5NLRG0B,OBQ 9633,1410,PETROL,5,3851.05,184434,False,True,True,False
ZW-PH-2204870693,Suzuki,Jimny,2010,HATCHBACK,787ABRT8W4DVP2RA7,SOD 9054,2429,PETROL,5,4650.6,293076,False,True,True,False
ZW-PH-3695606985,BMW,1 Series,2016,SEDAN,4JMGWK8UUSJ5JLHT9,FNR 4760,1381,PETROL,5,8554.81,220655,False,True,True,False
ZW-PH-3695606985,Ford,Ranger,2007,TRUCK,6P4TTLNMMXD06477D,VAA 9635,3910,PETROL,5,9412.8,463149,False,True,False,True
ZW-PH-4255162989,BMW,5 Series,2011,SEDAN,GLWJ8UMPEEMHR17A2,ABQ 1886,1206,DIESEL,5,9892.18,290351,True,True,True,False
ZW-PH-9722267932,Mercedes-Benz,Sprinter,2012,SEDAN,7CES3NP6NW9SSKD1L,QAV 7911,1727,PETROL,5,7372.08,253436,False,True,True,False
ZW-PH-5284753468,Nissan,Hardbody,2024,SEDAN,CRDCP92ZT1VYXNHU3,BTH 8559,2492,PETROL,5,31378.49,32503,True,True,True,False
ZW-PH-1865889370,Mitsubishi,ASX,2007,SUV,FWMFBXXHLL463KJJR,BXM 2912,3809,PETROL,5,3991.06,469639,False,True,True,True
ZW-PH-1477192087,Nissan,Patrol,2007,SUV,1UNTVFE7DJW0F0V3M,JTJ 5017,3925,PETROL,5,1146.81,339382,False,True,True,False
ZW-PH-2918100981,Nissan,Hardbody,2013,SEDAN,80Z925E72HYAP0JTN,MBC 0123,1377,DIESEL,5,2035.8,238992,False,True,True,True
ZW-PH-6453549843,Nissan,Qashqai,2017,SEDAN,SD77F83E833L8V0LN,LUK 1748,1661,HYBRID,5,8542.17,186719,True,True,True,False
ZW-PH-7162200141,Nissan,NP300,2016,HATCHBACK,XZZW5XW3R1ZHD6A47,URP 7094,2262,PETROL,5,5935.1,206220,False,True,True,False
ZW-PH-8429399058,Nissan,Qashqai,2013,SEDAN,DRFGV7NYNX3C58K0Y,MRN 4485,2064,PETROL,5,8478.65,296057,False,True,True,False
ZW-PH-2422835581,BMW,1 Series,2018,SEDAN,0XPPNYZNLAG992KGN,MVM 2953,1386,PETROL,5,7246.85,130661,True,True,True,False
ZW-PH-2422835581,Mazda,Atenza,2016,SEDAN,JXCH23UZGGDKS8BAP,MBK 9361,1394,PETROL,5,8414.31,188222,False,True,True,False
ZW-PH-6148175422,Honda,HR-V,2021,SEDAN,RE9RS96YNWHASYSJ9,EWS 5314,1915,PETROL,5,13157.52,124339,True,True,True,False
ZW-PH-7863330883,Toyota,Yaris,2017,SEDAN,0277R88RX2AJ7EF17,YBY 6451,1484,PETROL,5,2357.24,217247,True,True,True,False
ZW-PH-7863330883,Ford,Fiesta,2025,TRUCK,7EV3D69S53BG14YJT,IET 6920,4399,DIESEL,2,28413.85,24806,True,True,True,False
ZW-PH-8523675589,Ford,Fiesta,2007,TRUCK,A5V7YZW3PNVWTTZ3P,VUQ 8973,4632,PETROL,2,8976.3,358096,False,True,True,True
ZW-PH-3498285459,Ford,Fiesta,2009,TRUCK,3U6KB9RCEMCRBD3J5,MYZ 7723,3440,DIESEL,2,3274.54,345279,False,True,True,False
ZW-PH-6601199077,Ford,Ranger,2007,TRUCK,BG2CBWKHW19AMRUNE,SKE 3210,3131,DIESEL,2,5113.51,293931,True,True,True,False
ZW-PH-1645697897,BMW,X1,2008,HATCHBACK,71SWCRSKEXJ8DAY25,OAX 3304,2137,PETROL,5,4789.47,311567,False,True,False,False
ZW-PH-1969689289,Suzuki,Alto,2019,SEDAN,ZKZE4LR3D0K3KT8V4,HMW 2220,1317,PETROL,5,9533.59,128220,True,True,True,False
ZW-PH-1969689289,Isuzu,D-Max,2011,TRUCK,M8MW0XWLPMKYTPRJV,MVB 0702,3889,PETROL,5,9031.67,300974,True,True,True,True
ZW-PH-5287094620,Isuzu,D-Max,2013,TRUCK,9ZELDAVG8BB4DXVPC,CZG 3782,3540,PETROL,2,10053.98,238613,False,True,True,True
ZW-PH-6382194526,Mitsubishi,Pajero,2012,SUV,TB6LY89J8D79B0XK8,TAL 5705,3329,DIESEL,7,7968.15,304563,False,True,True,False
ZW-PH-3935268131,Toyota,Yaris,2012,SEDAN,CZDNL3NBVDSAEBJZG,XJP 9379,1402,HYBRID,5,15359.06,245955,True,True,True,False
ZW-PH-4176395612,Nissan,Note,2011,HATCHBACK,9V8NDHAEG46M5MXW7,IWO 8092,2386,PETROL,5,8457.5,260918,False,True,True,False
ZW-PH-1486504120,Mazda,Premacy,2007,SEDAN,CHK5ANC8PDEM9KVJR,SDP 9989,1352,DIESEL,5,6374.72,342017,False,True,True,False
ZW-PH-8756706566,Mazda,BT-50,2021,SEDAN,AYNUMLTHR165NE6Z2,GLQ 0410,1613,PETROL,5,7611.84,90496,False,True,True,False
ZW-PH-6826109403,Toyota,Wish,2001,HATCHBACK,11ZPGWMTDCCG0X3GX,ZGL 4097,1326,PETROL,5,1432.31,570142,False,True,True,False
ZW-PH-5981692791,Honda,Civic,2025,SEDAN,LSAKCHT9F43J17HLB,JQV 0054,2290,PETROL,5,27467.34,21361,True,True,True,False
ZW-PH-2807776870,Isuzu,KB,2017,TRUCK,1ZSMJM00AGEX7P6NW,FSF 1129,4946,PETROL,5,8564.86,139117,True,True,True,False
ZW-PH-3040502233,Mitsubishi,ASX,2022,SUV,XXWD0PLRFDU95B23R,VXL 1730,4882,DIESEL,7,6263.52,78959,True,True,True,False
ZW-PH-1381550628,Ford,Fiesta,2024,TRUCK,D34JL7975XNFXZSL7,ORN 6914,3944,DIESEL,2,9058.29,47776,False,True,True,False
ZW-PH-3961932817,Volkswagen,Amarok,2023,HATCHBACK,A2G1E7H5NDH2XY9XL,HBE 8761,1454,PETROL,5,24028.53,68539,True,True,True,False
ZW-PH-3961932817,Mitsubishi,Outlander,2015,SUV,UL7FFFR2GX3KVLLKF,GTP 7565,3483,DIESEL,5,10682.58,230922,False,True,True,False
ZW-PH-9815581788,Isuzu,Trooper,2022,TRUCK,4RHGACC918M43GWN4,RKG 6664,4766,PETROL,2,28860.61,74094,True,True,True,False
ZW-PH-8901711592,BMW,5 Series,2006,SEDAN,0EXSDS7J8M8CXPVGT,MGA 4284,2168,DIESEL,5,7610.18,390007,True,True,False,False
ZW-PH-2612230207,BMW,X1,2008,SEDAN,WJ1VJA8ASR89B8S9Y,YOU 4834,1221,PETROL,5,6104.51,341913,False,True,True,False
ZW-PH-9723045416,Mazda,CX-5,2024,SEDAN,CHATYHMD2YLZ3ME69,ADL 8703,2481,DIESEL,5,11912.39,39450,True,True,True,False
ZW-PH-2597428455,Mercedes-Benz,C-Class,2019,SEDAN,BM50KMCHVK41Y0BXK,JVA 8830,2183,PETROL,5,19914.26,112372,True,True,True,False
ZW-PH-7745906051,Mitsubishi,L200,2012,SUV,4DPVE4NZLXSU508PT,EHS 0908,2999,DIESEL,7,2479.04,307266,False,True,True,False
ZW-PH-7745906051,Mercedes-Benz,Sprinter,2004,HATCHBACK,FXWJJ3Y9JHSZLS4JW,WWQ 4645,1574,HYBRID,5,15345.5,447473,False,True,True,False
ZW-PH-5364273340,Honda,CR-V,2005,HATCHBACK,CT260UZ1SBDKAYJ0J,OAB 0246,1834,DIESEL,5,4174.79,447569,True,False,True,False
ZW-PH-1932016880,Mazda,Premacy,2008,SEDAN,YEPMKRZ55A9UU9SP1,AHS 6137,1365,HYBRID,5,1879.8,438550,True,True,False,False
ZW-PH-0774643016,Mazda,BT-50,2020,SEDAN,GS585W90H8RCAF4ZG,TOJ 5009,2079,PETROL,5,5092.16,149897,True,True,True,True
ZW-PH-5312062209,Suzuki,Jimny,2019,SEDAN,SHSX47UCUTD71R52B,QOB 0288,1842,DIESEL,5,3741.71,120794,True,True,True,False
ZW-PH-5387647828,Mitsubishi,ASX,2020,SUV,JNA4TAVS834GAS9D5,XKS 4713,4297,DIESEL,5,13050.88,112924,True,True,True,False
ZW-PH-1966039964,BMW,5 Series,2015,SEDAN,4XX8PTV79X59CC41G,WQG 3362,1571,PETROL,5,11623.03,249938,False,True,True,False
ZW-PH-8375662454,Isuzu,MU-X,2008,TRUCK,K6PHRY0N14TBHRA96,HKG 8379,3261,DIESEL,5,6814.31,426725,False,True,True,False
ZW-PH-6353162020,Honda,Fit,2008,HATCHBACK,DTTTA3K8SH8VZ5ENW,VTK 9776,2008,DIESEL,5,4223.39,276389,True,True,True,True
ZW-PH-4269177919,BMW,X5,2010,SEDAN,MRT4FDR08LPSTSYRH,BJO 7576,2093,PETROL,5,15134.9,253987,True,True,True,False
ZW-PH-8951183270,Volkswagen,Golf,2020,HATCHBACK,ABZ8659YNDL8YWZAV,ROS 7250,1845,PETROL,5,17637.5,116307,False,True,True,False
ZW-PH-5407142185,Ford,EcoSport,2016,TRUCK,NUGEZRGRNDMZVVV58,LRY 0350,3549,DIESEL,5,5197.14,209676,False,True,True,True
ZW-PH-5407142185,Volkswagen,Amarok,2017,SEDAN,C3FF33X3HSAZBHF7T,SWZ 9961,1334,PETROL,5,11929.29,175363,True,True,True,False
ZW-PH-0690900136,Mercedes-Benz,Sprinter,2010,HATCHBACK,ATJKC987T6JLF74L8,WJA 1762,2491,PETROL,5,10520.79,320063,False,True,True,False
ZW-PH-4718979290,Isuzu,KB,2009,TRUCK,YAR3XHCZ0T8Z5P0XT,DWN 4121,2691,PETROL,5,5752.15,279306,True,True,True,False
ZW-PH-1150108873,Nissan,Patrol,2017,SUV,GW4G3WXX834AA26FV,YOR 0458,3021,DIESEL,5,8192.42,149907,False,True,True,False
ZW-PH-9785392174,Suzuki,Dzire,2015,SEDAN,T8WTSVVFKJFGMV0XN,WJS 0957,1850,PETROL,5,3067.23,259042,False,True,True,False
ZW-PH-1870737851,Toyota,Raum,2009,HATCHBACK,NW234GZ1MXMTPU8K2,VDX 2503,1282,PETROL,5,1666.78,390015,False,True,True,False
ZW-PH-8985907619,Ford,Focus,2020,TRUCK,M4WPC0LPNZ7BZ30SB,KFI 4509,4125,DIESEL,5,23525.02,144246,True,True,True,True
ZW-PH-8985907619,Toyota,Prado,2008,SEDAN,ZKR3JT9U0Z0CDKRLP,IJE 7790,1638,PETROL,5,1430.37,371907,False,True,True,False
ZW-PH-1906013754,BMW,X1,2010,SEDAN,SKR8HKA0SLMAZZGG9,YQB 4967,1274,PETROL,5,12447.78,374719,False,True,True,False
ZW-PH-1906013754,Isuzu,KB,2017,TRUCK,4BLUL5N6GCR8U07ST,CZJ 7018,2949,DIESEL,5,20496.26,179668,True,True,True,False
ZW-PH-8933787097,BMW,5 Series,2024,SEDAN,V3RJVCT5SY83621WU,EEF 3050,1379,PETROL,5,23459.64,34205,True,True,True,False
ZW-PH-4541859139,Ford,Fiesta,2014,TRUCK,84KSLZ3GJZS7EZ4UR,NSN 6732,4841,DIESEL,5,10993.26,263868,False,True,True,False
ZW-PH-2874242944,Mazda,BT-50,2013,SEDAN,07U6CPGJV68PETR18,PPL 7062,1926,PETROL,5,2534.58,250885,True,True,True,False
ZW-PH-4420101682,Ford,Focus,2004,TRUCK,W1TU7N0506WW0V178,RKK 6342,2415,DIESEL,5,1602.87,545596,False,True,True,True
ZW-PH-7786202907,Toyota,RunX,2016,HATCHBACK,Z00JPKJLZG0F77LNY,TKD 0703,1698,PETROL,5,12584.65,232826,True,True,True,False
ZW-PH-7965599407,Ford,Everest,2019,TRUCK,R9855KZYBE7S7YXU5,ADZ 7272,2447,PETROL,5,8975.28,171010,True,True,True,False
ZW-PH-6080532511,Mitsubishi,Outlander,2015,SUV,U7LA7ETBF7ZH45S5A,CYA 1835,4566,DIESEL,7,7152.35,209247,False,True,True,False
ZW-PH-6080532511,BMW,1 Series,2012,SEDAN,Z1EE6J2WHX4ANYTKW,IBQ 1780,1451,HYBRID,5,9410.42,340168,False,True,True,False
ZW-PH-6252190514,Toyota,Prado,2011,SEDAN,F5F93HWZ7U746KGHB,FSE 7301,1426,HYBRID,5,12737.1,348263,False,True,True,False
ZW-PH-9378451557,Isuzu,D-Max,2013,TRUCK,YCKYJLDYYZE5SXUCP,IMQ 9788,2745,DIESEL,5,4334.34,245223,False,True,True,True
ZW-PH-9025038019,Nissan,March,2007,SEDAN,PYNEXXXGFTRNYZ9XE,AYH 9858,2090,PETROL,5,9430.27,421219,False,True,False,False
ZW-PH-2313324669,Honda,Fit,2017,SEDAN,DA9RLGYF2W3SGPRVS,XDV 9687,2150,PETROL,5,7019.26,149427,True,True,True,False
ZW-PH-2313324669,Ford,EcoSport,2019,TRUCK,LCLRYF3JD1PK41U0V,GDT 4396,2648,PETROL,2,14348.57,122612,True,True,True,False
ZW-PH-2313324669,Isuzu,Trooper,2024,TRUCK,U3AYPRTGD9F2BMFYP,KNI 2292,3633,PETROL,5,20664.54,34110,False,True,True,True
ZW-PH-4296153530,Ford,Ranger,2024,TRUCK,J519YK59V6EZWKN8C,CVT 6779,4600,DIESEL,5,14593.75,44242,True,True,True,False
ZW-PH-7801837878,Mazda,Demio,2019,HATCHBACK,5F8664PH5XLYA859U,END 6354,1783,PETROL,5,15309.3,171341,True,True,True,False
ZW-PH-7690951594,Isuzu,D-Max,2020,TRUCK,KF98R6N6NHX5A7KZG,OEC 1857,3090,DIESEL,2,9943.88,94221,True,True,True,False
ZW-PH-9911662327,Toyota,Hilux,2012,TRUCK,ET04NE15JDN367NZ1,CYZ 9939,4978,DIESEL,5,13579.39,288455,False,True,True,False
ZW-PH-0853104760,BMW,X3,2002,SEDAN,FLGWF6CP0GT2RXC1H,OPQ 9254,2002,PETROL,5,6294.68,405690,False,False,True,False
ZW-PH-0853104760,Mazda,BT-50,2017,SEDAN,9R1YML0U7BZD4NV5N,JHZ 0356,2301,PETROL,5,2375.35,198581,True,True,True,False
ZW-PH-2992482530,Suzuki,Jimny,2019,HATCHBACK,8ESP1MRS9B72BTFZ2,EHN 4149,1252,DIESEL,5,4655.88,128437,True,True,True,False
ZW-PH-2992482530,Suzuki,Vitara,2013,HATCHBACK,01EG5WJ70FZWCRU6P,ZMD 2811,2141,DIESEL,5,3427.45,287473,False,True,True,False
ZW-PH-8895971125,Ford,Ranger,2004,TRUCK,4Y4B2CUUNPPG9VWPV,FGD 3443,4359,PETROL,2,6113.98,531532,False,True,False,False
ZW-PH-3002372925,Mazda,Demio,2022,HATCHBACK,X9D3PLUG7C327KTAV,AGU 7033,2281,DIESEL,5,14517.63,83968,True,True,True,False
ZW-PH-9640069200,Suzuki,Alto,2020,HATCHBACK,W2SZMK5JJ2U12A5R3,SBH 5502,2192,PETROL,5,8874.61,126747,True,True,True,False
ZW-PH-5667008438,Nissan,Qashqai,2008,SEDAN,RWHCSG79VMVJVXR1X,LLB 1501,2111,PETROL,5,3656.42,421036,True,True,True,False
ZW-PH-7431057610,Nissan,Qashqai,2016,HATCHBACK,3A9TX4HUATUREZTB9,KDG 8290,2077,PETROL,5,5533.39,177142,False,True,True,False
ZW-PH-6273201828,Isuzu,MU-X,2020,TRUCK,H79WHNYTC0D55YRJA,ATR 3543,2605,DIESEL,5,10696.13,131386,True,True,True,True
ZW-PH-4896347039,Nissan,X-Trail,2017,SEDAN,WBMG18BE0MUAE6V37,KEN 4900,1636,PETROL,5,16249.24,143724,False,True,True,False
ZW-PH-6799235277,Suzuki,Alto,2014,SEDAN,7S7PEG91GA683KR9H,JLF 8623,1333,PETROL,5,2554.97,240446,False,True,True,False
ZW-PH-3183999295,Toyota,Yaris,2014,SEDAN,5B2ZS3YJTTAD2RBU2,JNY 6102,1744,PETROL,5,13445.03,246117,False,True,True,False
ZW-PH-3296071073,Mazda,Atenza,2010,HATCHBACK,9K4UX6KG12T97N7PJ,WSE 0564,1969,DIESEL,5,5395.2,358806,True,True,True,False
ZW-PH-9477845975,Suzuki,Swift,2022,SEDAN,DVVJVDTG2BUS2PWJN,SGU 5312,2109,PETROL,5,8637.75,93818,True,True,True,False
ZW-PH-7235130095,Isuzu,D-Max,2013,TRUCK,FKH7F261YT1MHSNN6,YRD 3484,2824,DIESEL,5,11789.28,315028,False,True,True,False
ZW-PH-9313242566,Toyota,Fortuner,2021,SUV,UMWPGF18374WBEHDN,HPY 8227,3081,DIESEL,7,30111.72,102941,True,True,True,False
ZW-PH-8575351177,Honda,CR-V,2010,SEDAN,DEV7X198TCJ6RSDGZ,HST 9977,1702,PETROL,5,1378.87,280940,True,True,True,False
ZW-PH-9759765475,Mazda,Atenza,2005,HATCHBACK,4R0BT6LV11SXHYC72,OOR 2772,2151,PETROL,5,1769.73,491190,True,False,True,False
ZW-PH-7105656826,Ford,Focus,2009,TRUCK,89HWELC531GG38Y4U,RLI 7450,3884,DIESEL,5,1738.44,306021,False,True,True,False
ZW-PH-8754843090,Isuzu,MU-X,2011,TRUCK,3JKU1VR3A8E6RBVN9,JPO 1395,2997,DIESEL,2,8375.09,352440,False,True,True,False
ZW-PH-1089400489,Mercedes-Benz,E-Class,2021,SEDAN,7J767PT7RBB4V78N0,LUV 9794,1510,PETROL,5,32452.95,104216,False,True,True,False
ZW-PH-2124183662,Mercedes-Benz,E-Class,2021,HATCHBACK,5ZPDC04VTTL32MWDX,CCQ 0685,1901,PETROL,5,43089.01,113666,True,True,True,False
ZW-PH-6073640928,Mazda,Atenza,2010,SEDAN,T231BY6U3BB676795,KVE 1982,1338,PETROL,5,1425.47,390718,False,True,True,False
ZW-PH-8695813173,Isuzu,Trooper,2019,TRUCK,ADEZ166099ENFHE99,FZL 9182,4283,DIESEL,5,16674.29,123659,True,True,True,False
ZW-PH-8695813173,Mazda,CX-5,2008,SEDAN,LNC17GRT6KUU06KZ6,DNC 0135,2095,DIESEL,5,5955.38,334845,False,True,True,False
ZW-PH-5619891135,Volkswagen,Passat,2008,SEDAN,B7KK3MKLGKDG9X3B5,QSV 3025,1504,DIESEL,5,5980.89,326349,False,True,False,False
ZW-PH-1960778890,Isuzu,D-Max,2011,TRUCK,1LTKTNSSFP7VMRJK8,TTR 9089,2801,DIESEL,5,3787.38,361166,False,True,True,False
ZW-PH-7617873793,Nissan,Navara,2021,TRUCK,L7ESA7MT2XARJC9TV,BPU 9752,2699,DIESEL,5,11607.52,95245,True,True,True,False
ZW-PH-9788100133,Volkswagen,Passat,2018,SEDAN,2X9L39LDWWPC7P2F9,SOP 2506,2446,PETROL,5,6353.02,135713,True,True,True,True
ZW-PH-9857668194,Nissan,X-Trail,2016,SEDAN,LWMH20M5L9CK1ZWEU,DXL 9255,2194,PETROL,5,17212.51,169259,False,True,True,False
ZW-PH-9857668194,BMW,X5,2024,SEDAN,9V4XZBRZMSV4DLVD3,OXZ 4395,2330,DIESEL,5,31496.78,48362,True,True,True,False
ZW-PH-7628430770,Toyota,Raum,2010,SEDAN,A500FP0TAR25142BC,QNK 0677,1564,PETROL,5,1619.48,246073,False,True,True,False
ZW-PH-7628430770,Nissan,Navara,2009,TRUCK,AZELRBXUDG67SU77Y,QIN 4951,4555,DIESEL,2,5260.17,378802,False,True,True,False
ZW-PH-1610227964,Nissan,Navara,2009,TRUCK,7CX0DTTNE9C58LYKF,UHE 8770,4101,DIESEL,5,2400.5,288326,False,True,True,True
ZW-PH-1610227964,Honda,HR-V,2019,SEDAN,WK8T6DDKDENU3DT1C,KUF 0454,1815,HYBRID,5,3624.96,156963,False,True,True,False
ZW-PH-3057532115,Ford,Fiesta,2018,TRUCK,2Z8YLM32WCSG1GY7J,KEY 4973,3789,PETROL,2,8393.65,141694,True,True,True,True
ZW-PH-6407956941,Suzuki,Jimny,2014,SEDAN,SB3N8K2BAG0MVU5CX,AVJ 4899,1960,PETROL,5,4594.08,249544,False,True,True,False
ZW-PH-2777315626,Ford,Ranger,2002,TRUCK,L2JPWPF2WMWZD4U7G,SIB 4902,4699,PETROL,5,4812.0,406281,False,False,True,True
