policy_number,policyholder_id,vehicle_vin,policy_type,coverage_level,currency,status,premium_amount,coverage_amount,deductible,start_date,end_date,has_roadside_assistance,has_rental_coverage,has_glass_coverage
POL-698712370436,ZW-PH-4211755694,GPKDV05YFF083JZPC,LIABILITY,BASIC,USD,ACTIVE,149.98,3748.87,329.15,2025-10-02,2026-10-02,False,False,False
POL-011105156300,ZW-PH-6229848390,2YTAA77FG42VKCNWT,COMPREHENSIVE,STANDARD,USD,ACTIVE,495.51,20323.14,1245.81,2025-11-23,2026-11-23,False,False,True
POL-859541886447,ZW-PH-6229848390,HWC7U8JNTJU566C6D,LIABILITY,STANDARD,USD,ACTIVE,170.11,2038.01,151.22,2025-05-30,2026-05-30,False,False,False
POL-341065794321,ZW-PH-4370863624,73B4F74WEUNTM8Y8R,THIRD_PARTY,STANDARD,ZWG,EXPIRED,637.69,11920.63,821.33,2024-10-11,2025-10-11,False,False,False
POL-357125810500,ZW-PH-4370863624,22P5LKGJ649M57XAW,COMPREHENSIVE,STANDARD,USD,CANCELLED,585.39,14380.92,926.13,2025-02-22,2026-02-22,False,True,False
POL-885313856040,ZW-PH-6099950183,PM4FLEGJPKFF7P9V8,COMPREHENSIVE,STANDARD,USD,ACTIVE,445.83,8409.92,510.48,2025-05-13,2026-05-13,False,True,False
POL-409498563064,ZW-PH-6252464505,F8489T2S08JJM3P8Y,COMPREHENSIVE,PREMIUM,USD,ACTIVE,415.48,9143.30,523.91,2026-04-05,2027-04-05,True,True,False
POL-225922408611,ZW-PH-4519732714,6VW2BXSNYF6GZD7H1,COLLISION,STANDARD,ZWG,CANCELLED,531.81,5917.12,451.48,2025-01-24,2026-01-24,False,False,False
POL-298843725194,ZW-PH-1092916036,287SEMUK822TLAD4M,COMPREHENSIVE,BASIC,USD,EXPIRED,544.94,17230.98,1561.13,2025-01-30,2026-01-30,True,False,False
POL-175354274190,ZW-PH-1089276498,XKP9CSSYJWJJLF3N3,COMPREHENSIVE,BASIC,USD,ACTIVE,143.36,5416.23,516.17,2025-06-14,2026-06-14,True,False,False
POL-490538076828,ZW-PH-8799376356,5BKMVB892U9SGD9DG,THIRD_PARTY,BASIC,USD,ACTIVE,321.69,8552.46,757.75,2025-05-03,2026-05-03,False,False,True
POL-838613876918,ZW-PH-6856432903,8EU33JRNAMWJYCUVS,LIABILITY,STANDARD,USD,EXPIRED,126.23,3102.63,198.57,2025-03-14,2026-03-14,True,True,True
POL-093171041658,ZW-PH-1581827285,2YPS5NZ0SW4MU31U1,COLLISION,STANDARD,ZWG,CANCELLED,803.05,13390.75,1052.51,2025-08-26,2026-08-26,False,False,False
POL-837651196218,ZW-PH-6707129294,YT3E1NL1F3BUL4LSV,COMPREHENSIVE,BASIC,USD,CANCELLED,239.80,13453.86,1097.83,2025-03-22,2026-03-22,False,False,False
POL-673461760604,ZW-PH-4199706021,5SYFPDX00C3702YX0,COLLISION,STANDARD,USD,CANCELLED,468.67,7119.06,435.69,2025-12-23,2026-12-23,True,False,True
POL-037586816196,ZW-PH-8195621846,FP8TZXX59VYJ96A0U,COMPREHENSIVE,STANDARD,USD,ACTIVE,491.56,7901.18,595.75,2025-10-24,2026-10-24,False,False,True
POL-925166990721,ZW-PH-6342313743,KYPG7XFU9A4YB211P,COMPREHENSIVE,BASIC,USD,ACTIVE,555.54,10911.47,996.22,2026-02-23,2027-02-23,False,False,False
POL-944196458232,ZW-PH-6014733284,MC25F2ZVRM82N0HEZ,LIABILITY,STANDARD,ZWG,ACTIVE,337.40,3554.30,280.43,2025-05-16,2026-05-16,False,False,True
POL-532082339340,ZW-PH-1111023119,PBXD9CL2XYKW3J5BB,COMPREHENSIVE,BASIC,USD,EXPIRED,141.38,5267.36,464.05,2024-10-16,2025-10-16,False,False,False
POL-547371337299,ZW-PH-9542158036,LBRV0TS57YVNWTBR4,COMPREHENSIVE,BASIC,USD,ACTIVE,346.91,11871.29,972.26,2025-05-01,2026-05-01,False,False,False
POL-750664008423,ZW-PH-1267729275,J0EXAPT8HM4PLN6X8,COLLISION,STANDARD,USD,SUSPENDED,332.48,10806.94,689.48,2026-02-04,2027-02-04,False,False,False
POL-634778648423,ZW-PH-1494528036,60MB3VSP5ED6MEAV7,COMPREHENSIVE,BASIC,USD,ACTIVE,294.52,14342.18,1153.11,2025-08-07,2026-08-07,False,False,False
POL-708618331087,ZW-PH-2993853114,1RLVKZNG12AGYYT6Z,THIRD_PARTY,STANDARD,ZWG,ACTIVE,638.07,13028.15,885.91,2025-11-06,2026-11-06,False,True,False
POL-267193074594,ZW-PH-2993853114,L95B8MBY2VZUBFPZB,THIRD_PARTY,STANDARD,USD,EXPIRED,429.67,13866.36,888.83,2024-07-16,2025-07-16,False,False,False
POL-313927900509,ZW-PH-2993853114,8SUY40ZXRGPPTJ6FH,LIABILITY,STANDARD,USD,EXPIRED,262.69,3652.94,235.25,2024-12-20,2025-12-20,False,False,False
POL-887625140803,ZW-PH-1658328839,RAXJ0YC7NEMCY656H,COLLISION,PREMIUM,USD,ACTIVE,410.23,10579.87,439.06,2025-05-16,2026-05-16,False,False,False
POL-147178788691,ZW-PH-1658328839,ZMP896B4K9BV79KKD,COMPREHENSIVE,BASIC,USD,ACTIVE,40.97,2489.28,245.94,2025-09-05,2026-09-05,True,False,True
POL-620934025240,ZW-PH-4539375682,UJF3LKVX19GTW2HNV,THIRD_PARTY,STANDARD,ZWG,ACTIVE,2366.55,40820.23,2649.23,2025-07-20,2026-07-20,True,False,False
POL-299838246717,ZW-PH-4539375682,USLYR4CD1PPY8DZ3R,COLLISION,STANDARD,USD,ACTIVE,208.75,2912.68,217.87,2025-08-17,2026-08-17,False,False,False
POL-768326028855,ZW-PH-1710735407,5Z0P6GV599LJD81VS,THIRD_PARTY,STANDARD,USD,CANCELLED,989.86,14475.86,1120.43,2024-06-20,2025-06-20,False,True,False
POL-913385863946,ZW-PH-7439559126,7JA5JM9HF9P0GYLSD,COMPREHENSIVE,PREMIUM,USD,ACTIVE,1387.04,29705.45,1402.10,2025-07-17,2026-07-17,True,False,True
POL-449364810159,ZW-PH-7280112928,3M25B0P91U83AEVYA,COLLISION,STANDARD,ZWG,ACTIVE,285.14,5725.85,361.87,2025-08-06,2026-08-06,False,False,True
POL-561108993681,ZW-PH-4452304728,2JAV1SF8KR2J79048,COMPREHENSIVE,BASIC,USD,EXPIRED,492.17,22693.71,2226.25,2024-05-27,2025-05-27,False,False,False
POL-493370235666,ZW-PH-2471057373,92GUVFEM2KZLBLA0V,COLLISION,STANDARD,USD,ACTIVE,442.28,6626.76,416.82,2025-12-19,2026-12-19,False,False,False
POL-044343756592,ZW-PH-2471057373,M4TVE4UYS48VE4UVB,COMPREHENSIVE,STANDARD,ZWG,ACTIVE,416.07,13967.82,991.72,2025-04-23,2026-04-23,True,True,False
POL-586276033913,ZW-PH-9547663862,UGZ61ZD0DP02PKLU5,COLLISION,STANDARD,ZWG,ACTIVE,914.75,15711.80,986.70,2025-07-13,2026-07-13,True,False,False
POL-380687787973,ZW-PH-6002335023,39WT6RRXHUZ0JPHZE,COLLISION,PREMIUM,USD,CANCELLED,413.42,7077.01,396.31,2024-05-16,2025-05-16,True,True,True
POL-266087730687,ZW-PH-5395405833,WJVEP1LDU08BFFHL2,COMPREHENSIVE,PREMIUM,USD,EXPIRED,395.62,13373.10,710.11,2024-11-25,2025-11-25,True,False,True
POL-641330290458,ZW-PH-6524562870,LE6UD0V5PGJM11HAL,COLLISION,PREMIUM,ZWG,EXPIRED,118.73,1143.24,54.19,2024-08-24,2025-08-24,False,False,False
POL-472368649089,ZW-PH-8897499185,PDKPYGRJYPZYN4JAA,COMPREHENSIVE,PREMIUM,USD,EXPIRED,1796.02,24691.14,1140.73,2024-08-08,2025-08-08,False,True,False
POL-305962714887,ZW-PH-3747442673,N052MFZ2EB99U434X,COMPREHENSIVE,PREMIUM,USD,EXPIRED,1980.95,30523.88,1486.51,2024-09-10,2025-09-10,False,False,True
POL-646454319639,ZW-PH-9370079400,8FCTPT45CWG0CGZ25,COLLISION,STANDARD,USD,ACTIVE,462.66,12200.68,852.83,2026-03-19,2027-03-19,False,False,False
POL-150113204638,ZW-PH-1641535289,ETVYT6Z05N3ZTF3T2,COLLISION,STANDARD,USD,EXPIRED,1124.88,29993.80,2123.56,2024-08-09,2025-08-09,False,True,False
POL-856191787627,ZW-PH-7820900085,RGEU6YXWT24HKE47R,THIRD_PARTY,STANDARD,USD,ACTIVE,1693.59,13594.81,1014.17,2026-02-06,2027-02-06,False,True,False
POL-280898325565,ZW-PH-6539734624,HUXRLA6A7G425BDR4,THIRD_PARTY,PREMIUM,USD,EXPIRED,534.36,6089.58,265.51,2024-05-31,2025-05-31,True,False,False
POL-785738721821,ZW-PH-6539734624,6RMRP27J5AC8T92KU,LIABILITY,PREMIUM,ZWG,EXPIRED,500.92,7766.46,431.82,2025-03-20,2026-03-20,True,True,True
POL-910043752429,ZW-PH-4386594259,NJD7ZWL5BV7PB3DB3,COMPREHENSIVE,PREMIUM,USD,EXPIRED,718.48,11599.83,560.27,2024-12-14,2025-12-14,False,True,False
POL-022810687475,ZW-PH-4498308937,J5MGXXRYZEBK9E6F8,COMPREHENSIVE,STANDARD,ZWG,CANCELLED,555.56,7210.65,543.68,2024-11-28,2025-11-28,False,False,False
POL-443126286159,ZW-PH-4498308937,MC9ALND5ZZZ1PYM59,COMPREHENSIVE,STANDARD,USD,EXPIRED,370.89,10590.57,755.11,2024-05-28,2025-05-28,True,True,False
POL-587305880739,ZW-PH-4498308937,6TE8JW8AZ0TUF5W3G,COMPREHENSIVE,STANDARD,USD,ACTIVE,161.55,5732.90,346.27,2025-05-07,2026-05-07,False,False,False
POL-556211047250,ZW-PH-8469667501,66AYMLYA61RUA9Y7W,LIABILITY,STANDARD,USD,EXPIRED,240.01,2873.26,223.25,2024-10-22,2025-10-22,False,True,True
POL-690619246074,ZW-PH-2972084706,7JAPCE961AJY08JTY,COLLISION,STANDARD,USD,EXPIRED,239.16,3674.41,291.75,2025-01-08,2026-01-08,False,False,False
POL-413786629669,ZW-PH-5414443231,SKS2ZT8BG95GH0LPL,COMPREHENSIVE,STANDARD,ZWG,CANCELLED,353.84,11783.58,915.58,2025-04-04,2026-04-04,True,False,False
POL-541838893372,ZW-PH-4297756494,JYER5F4GE6X8RYSEW,THIRD_PARTY,STANDARD,USD,CANCELLED,567.23,12077.60,922.73,2025-02-08,2026-02-08,True,False,False
POL-560988001394,ZW-PH-8717711652,VMN6M98Y2RG6H6EVK,COMPREHENSIVE,BASIC,USD,ACTIVE,1293.10,31736.49,3030.83,2025-11-06,2026-11-06,False,True,False
POL-804579051912,ZW-PH-4071184143,ZW5TGF2MB4FMWC9A0,COMPREHENSIVE,STANDARD,USD,EXPIRED,727.23,16841.84,1118.30,2025-02-18,2026-02-18,True,False,False
POL-472544626585,ZW-PH-3778591674,27XLSJRN9JVHWK5HT,COMPREHENSIVE,BASIC,USD,ACTIVE,144.18,3408.12,324.45,2025-06-17,2026-06-17,True,False,False
POL-735915542046,ZW-PH-7202285762,7J8G6AUX25TPHAY2E,COMPREHENSIVE,PREMIUM,ZWG,CANCELLED,215.52,5333.88,290.70,2024-11-13,2025-11-13,True,False,False
POL-740172936813,ZW-PH-8746447356,AX10V5VK3ZMJE3PUB,COMPREHENSIVE,STANDARD,USD,ACTIVE,1227.70,19995.53,1419.68,2025-06-29,2026-06-29,False,False,False
POL-921657545003,ZW-PH-4662071750,3HY59EKZK7ZS6WJ5K,COMPREHENSIVE,STANDARD,USD,EXPIRED,199.05,8420.91,510.31,2025-04-13,2026-04-13,False,False,False
POL-501550094404,ZW-PH-9423075344,7B071DRKB22EM1PXX,COMPREHENSIVE,BASIC,USD,EXPIRED,405.15,9393.77,760.90,2025-02-01,2026-02-01,False,False,False
POL-594597100829,ZW-PH-1404786657,EP8RXJV2D01X4ZVRU,COLLISION,STANDARD,USD,ACTIVE,1611.33,27508.93,1854.10,2025-09-16,2026-09-16,True,False,False
POL-770123273556,ZW-PH-9184026115,D3CU6ZKUD1ARHX4JR,LIABILITY,STANDARD,USD,ACTIVE,192.64,5175.20,334.84,2025-09-27,2026-09-27,False,True,False
POL-536334549871,ZW-PH-6403209076,U80SXW60P1KY7EM7D,THIRD_PARTY,STANDARD,USD,ACTIVE,204.33,5762.88,453.54,2026-04-03,2027-04-03,True,True,False
POL-437934212842,ZW-PH-3450669800,ECU08W2EBCGZCW1X3,COLLISION,STANDARD,USD,ACTIVE,121.42,2657.65,201.18,2025-11-06,2026-11-06,True,False,True
POL-693170395951,ZW-PH-9376129198,XT4B2EFHCSYW02218,THIRD_PARTY,STANDARD,ZWG,ACTIVE,352.81,4562.28,334.42,2025-06-07,2026-06-07,False,True,True
POL-135308190436,ZW-PH-4287158689,B6J9MD1X14E930MYP,COMPREHENSIVE,BASIC,USD,EXPIRED,688.91,21201.15,1937.79,2025-04-11,2026-04-11,False,False,False
POL-917292231531,ZW-PH-8546909687,91YTLFXC9883CZ7PM,COMPREHENSIVE,STANDARD,USD,ACTIVE,762.77,28095.47,1963.87,2025-12-08,2026-12-08,False,True,False
POL-043773177042,ZW-PH-8546909687,VA5S0ABG4WDCT0FSR,THIRD_PARTY,STANDARD,USD,ACTIVE,1209.19,17032.75,1188.89,2025-05-06,2026-05-06,True,False,False
POL-568054565296,ZW-PH-7430807217,PMTBV5MRJKC9UVEUF,COLLISION,STANDARD,USD,EXPIRED,570.38,20203.90,1426.40,2024-10-18,2025-10-18,False,False,False
POL-435750984132,ZW-PH-8966583097,HA8X3MSPJZTTDYWS2,COMPREHENSIVE,STANDARD,USD,ACTIVE,269.83,5104.19,374.14,2025-12-31,2026-12-31,True,False,False
POL-295063600797,ZW-PH-0417218652,TWSGUYZ7JNA9XARHH,COLLISION,STANDARD,USD,EXPIRED,421.89,6368.84,501.86,2025-02-06,2026-02-06,True,True,False
POL-378355407873,ZW-PH-0417218652,CU74RBXM23TT16V2S,THIRD_PARTY,STANDARD,USD,CANCELLED,479.07,9483.90,696.12,2024-05-21,2025-05-21,True,False,False
POL-586894388668,ZW-PH-0417218652,T229P5YRC017AHC0K,COMPREHENSIVE,STANDARD,USD,ACTIVE,373.02,16077.44,1061.11,2025-10-02,2026-10-02,True,False,True
POL-766809222661,ZW-PH-3308404850,PK7C18K65RA21G2SV,COMPREHENSIVE,STANDARD,USD,EXPIRED,833.20,14568.45,919.27,2024-07-06,2025-07-06,False,False,False
POL-935843456137,ZW-PH-9791384703,A1Z0C7730VT0TK0K9,COLLISION,STANDARD,USD,EXPIRED,635.90,7945.04,519.61,2024-06-14,2025-06-14,False,False,False
POL-348740060095,ZW-PH-9791384703,5TDBFN3EZBSMBG1Y5,THIRD_PARTY,STANDARD,USD,EXPIRED,709.62,13927.25,910.84,2024-09-08,2025-09-08,False,True,False
POL-585356925354,ZW-PH-4758819839,G4WJYPUMEYF43WD28,LIABILITY,PREMIUM,USD,ACTIVE,515.97,4743.95,278.47,2026-03-24,2027-03-24,True,False,False
POL-122326866696,ZW-PH-7653994334,GGH3D6G79S03DUKTW,COMPREHENSIVE,PREMIUM,ZWG,CANCELLED,2399.04,50111.66,2079.63,2024-09-28,2025-09-28,False,False,True
POL-741464888747,ZW-PH-7653994334,GF5BH2JXK5NHZJ33D,COLLISION,STANDARD,USD,ACTIVE,374.78,14523.16,957.08,2025-07-12,2026-07-12,True,False,True
POL-126465575421,ZW-PH-6839430699,C1PJ6V2G8F73N8MZ5,THIRD_PARTY,BASIC,USD,CANCELLED,98.52,1553.40,131.11,2025-03-01,2026-03-01,False,False,False
POL-455086349947,ZW-PH-2077626007,TXSKVW97GV4PALKA9,THIRD_PARTY,STANDARD,USD,ACTIVE,495.74,10907.31,755.88,2026-02-23,2027-02-23,True,False,False
POL-683054678985,ZW-PH-3968067553,TF7C0U3D8ZZJCXPHA,COMPREHENSIVE,STANDARD,USD,ACTIVE,711.27,14255.27,1024.95,2026-02-27,2027-02-27,False,False,False
POL-631011192661,ZW-PH-5621227514,KW7AEWLE1XTXPRM46,COMPREHENSIVE,STANDARD,USD,ACTIVE,451.17,14340.62,1099.93,2025-08-06,2026-08-06,False,False,False
POL-573573583181,ZW-PH-7742309674,L47546EN9GFDPAL1Z,LIABILITY,STANDARD,USD,ACTIVE,157.73,2076.99,158.68,2026-01-15,2027-01-15,False,False,False
POL-459561554259,ZW-PH-1993889147,MFMLTJ8DVD62MV5DV,COMPREHENSIVE,STANDARD,USD,ACTIVE,1334.71,23351.55,1480.49,2026-01-30,2027-01-30,True,True,False
POL-542300071173,ZW-PH-1007023638,U554RX2XAPVFBGNRS,COLLISION,BASIC,USD,EXPIRED,918.78,20128.75,1807.56,2024-11-13,2025-11-13,False,False,False
POL-348797978596,ZW-PH-1469980997,LNHUS88ZZ5E7TTKFF,THIRD_PARTY,STANDARD,USD,EXPIRED,423.82,5999.98,401.40,2024-10-25,2025-10-25,False,False,False
POL-298499551708,ZW-PH-1469980997,0LTG5CTPAA0DJBG79,COMPREHENSIVE,STANDARD,ZWG,ACTIVE,119.24,2783.09,177.56,2026-01-02,2027-01-02,True,True,False
POL-914475219978,ZW-PH-6699311602,RUP8305TG9ZU32KPZ,COMPREHENSIVE,STANDARD,ZWG,EXPIRED,301.27,9309.95,735.49,2024-11-09,2025-11-09,True,False,False
POL-519441412278,ZW-PH-3344866370,XC79S0C4U4S8DWPU8,COLLISION,BASIC,USD,CANCELLED,195.51,9115.39,745.64,2025-07-10,2026-07-10,False,False,False
POL-184440454361,ZW-PH-7850282790,WG8CEU8TADFZMKKRG,COMPREHENSIVE,STANDARD,USD,EXPIRED,1296.57,12672.66,859.21,2025-02-05,2026-02-05,False,False,False
POL-440676278175,ZW-PH-6305874674,3CFBUFLFWRVE2GBY7,COMPREHENSIVE,PREMIUM,USD,CANCELLED,470.69,10262.16,588.02,2025-03-10,2026-03-10,True,False,True
POL-025285983476,ZW-PH-9758412604,U5Z7FDLHC0HXMAK6X,COMPREHENSIVE,STANDARD,USD,CANCELLED,707.61,14638.38,1130.08,2025-03-09,2026-03-09,False,False,False
POL-130830545510,ZW-PH-8645279093,SK3TY1VEFCZYMU44E,COMPREHENSIVE,PREMIUM,USD,ACTIVE,460.04,10474.77,495.46,2025-08-26,2026-08-26,True,False,False
POL-708557168957,ZW-PH-8645279093,Y9SSTNDZ1ETH52BCZ,COMPREHENSIVE,STANDARD,USD,EXPIRED,224.51,7382.28,556.62,2024-10-15,2025-10-15,False,False,True
POL-408154824539,ZW-PH-9508842754,PV5942UKXLYKBJXTP,COMPREHENSIVE,STANDARD,USD,SUSPENDED,683.99,7737.26,558.63,2025-06-25,2026-06-25,True,False,False
POL-061953067434,ZW-PH-9508842754,LJZ497CE88VUA9HL8,COMPREHENSIVE,STANDARD,USD,ACTIVE,3051.83,37206.78,2463.09,2025-07-03,2026-07-03,False,False,False
POL-586248458983,ZW-PH-5710833878,G5YAAECGG75L8PTDX,COLLISION,BASIC,USD,EXPIRED,1105.95,17757.29,1607.03,2024-12-15,2025-12-15,False,False,False
POL-074652386304,ZW-PH-3736425562,H09AD5Z3RX7XZSK3U,COLLISION,BASIC,USD,EXPIRED,1461.10,31521.82,2840.12,2024-11-04,2025-11-04,False,False,False
POL-642997701970,ZW-PH-1254961964,C1X5LLD3R03LY7DXK,COMPREHENSIVE,STANDARD,ZWG,ACTIVE,204.77,6017.13,429.02,2026-02-24,2027-02-24,False,True,False
POL-190490949347,ZW-PH-7349040797,JXJU51SEXRTXE91CA,COMPREHENSIVE,PREMIUM,USD,EXPIRED,940.14,18821.60,954.26,2024-07-28,2025-07-28,True,True,True
POL-835431508059,ZW-PH-1063046087,N6YZ8DUU24WJVYE17,COMPREHENSIVE,STANDARD,USD,EXPIRED,64.08,3145.71,193.78,2025-03-03,2026-03-03,False,False,False
POL-729422245074,ZW-PH-4415202887,NYZLHGCEXNW1U3PMC,COMPREHENSIVE,STANDARD,USD,ACTIVE,271.37,11528.60,826.60,2025-07-05,2026-07-05,False,True,True
POL-092499710484,ZW-PH-8593962789,6A3PB9J1RLKB1W0B5,COMPREHENSIVE,BASIC,USD,EXPIRED,187.06,5936.61,587.13,2024-08-22,2025-08-22,True,True,False
POL-923199444651,ZW-PH-3829107589,8YRKMC06N6MPZXJ4H,COLLISION,STANDARD,ZWG,EXPIRED,388.49,8453.44,561.31,2024-10-15,2025-10-15,True,False,False
POL-831844657403,ZW-PH-5900479447,XGJVXHSP3NHTU2S2E,COMPREHENSIVE,STANDARD,USD,ACTIVE,295.66,6988.01,463.31,2025-12-02,2026-12-02,True,False,True
POL-514184656405,ZW-PH-5900479447,BNXWJ35B0V1W2M8P6,LIABILITY,PREMIUM,USD,ACTIVE,636.08,10947.86,544.11,2026-01-17,2027-01-17,True,True,False
POL-840169347169,ZW-PH-2500762639,FCX572L7EXTAAXAKR,COMPREHENSIVE,PREMIUM,ZWG,ACTIVE,90.35,2173.14,98.44,2026-02-04,2027-02-04,False,False,False
POL-623559433890,ZW-PH-1477553208,VGRVTH4PD9WW91ZCS,THIRD_PARTY,BASIC,ZWG,SUSPENDED,402.07,5878.99,567.32,2025-08-14,2026-08-14,False,False,False
POL-626894156143,ZW-PH-5937609040,2LP78SV8CM1HB001R,COMPREHENSIVE,STANDARD,ZWG,ACTIVE,753.06,14552.90,951.76,2025-06-12,2026-06-12,True,True,False
POL-423991613531,ZW-PH-6886422154,K1WY3GEGLEK8D4JPX,COMPREHENSIVE,STANDARD,USD,ACTIVE,1097.59,37270.89,2881.04,2025-10-14,2026-10-14,False,False,False
POL-624907162229,ZW-PH-6886422154,1XT3BKSG774695JA2,THIRD_PARTY,STANDARD,USD,ACTIVE,738.79,10800.40,690.15,2026-02-02,2027-02-02,True,False,True
POL-420351853196,ZW-PH-8109538363,YEXWDAE87CLAZPPKZ,COMPREHENSIVE,BASIC,USD,EXPIRED,273.54,9113.03,911.30,2024-05-11,2025-05-11,False,False,False
POL-153006434927,ZW-PH-8109538363,HE1Y2G05H6S82R14D,COLLISION,PREMIUM,ZWG,CANCELLED,1172.10,19051.22,792.53,2025-09-28,2026-09-28,False,False,False
POL-401336821280,ZW-PH-4547258124,84YA061XZZRNCE17L,COMPREHENSIVE,BASIC,ZWG,EXPIRED,398.91,11184.54,921.61,2024-05-07,2025-05-07,False,False,False
POL-727245252930,ZW-PH-9229331353,ABF8T2GJKNGW4YNVV,COLLISION,BASIC,USD,EXPIRED,664.05,14703.59,1423.31,2025-03-30,2026-03-30,False,False,False
POL-107527968293,ZW-PH-0594595012,9EU3L15S433ZEUGTW,COMPREHENSIVE,BASIC,ZWG,ACTIVE,157.26,7769.03,665.81,2025-11-06,2026-11-06,False,True,False
POL-694568397852,ZW-PH-0594595012,4DPPZXFTVWR3HK5LR,THIRD_PARTY,PREMIUM,USD,EXPIRED,181.25,2639.73,146.77,2025-03-26,2026-03-26,False,True,True
POL-517468286167,ZW-PH-3427554000,NLMF9TSVUTBB33H5U,COMPREHENSIVE,STANDARD,USD,ACTIVE,792.06,19336.82,1305.24,2025-12-18,2026-12-18,False,False,False
POL-799973041622,ZW-PH-3427554000,0MHFEJE6C6KN80U8F,COMPREHENSIVE,PREMIUM,USD,ACTIVE,173.80,6556.17,367.80,2025-05-26,2026-05-26,True,True,False
POL-722191008611,ZW-PH-0834937982,ETSA00YWKK0CPHY0B,COMPREHENSIVE,BASIC,ZWG,SUSPENDED,112.69,6110.90,523.70,2025-12-04,2026-12-04,False,False,False
POL-156252573371,ZW-PH-0834937982,CU815RRZ649NCDPJM,COMPREHENSIVE,BASIC,USD,ACTIVE,40.41,3226.35,305.86,2025-11-04,2026-11-04,False,False,False
POL-935060491110,ZW-PH-0115571215,LW0GRA6003AX085AF,LIABILITY,PREMIUM,USD,EXPIRED,506.24,4889.37,272.83,2025-02-18,2026-02-18,True,False,True
POL-103684330307,ZW-PH-4330920359,GYJ0HZ0JGR4P3N065,COMPREHENSIVE,PREMIUM,USD,EXPIRED,999.41,31834.91,1324.33,2024-11-25,2025-11-25,True,True,False
POL-929252234858,ZW-PH-9661489675,B6NBSG5A8MBSXB84P,COLLISION,STANDARD,USD,EXPIRED,1005.04,26003.42,1630.41,2025-02-02,2026-02-02,False,False,False
POL-677579407268,ZW-PH-4849000297,YL0L80Z8B3JUP8LY3,COMPREHENSIVE,PREMIUM,USD,ACTIVE,2717.24,33597.60,1827.71,2025-10-17,2026-10-17,True,True,False
POL-238345155721,ZW-PH-4849000297,GPVX4BLP831XL1FU6,LIABILITY,STANDARD,ZWG,EXPIRED,1098.24,17084.35,1289.87,2024-08-08,2025-08-08,True,False,False
POL-359327946313,ZW-PH-3408315273,RFEPCMB0KB9AZL66P,COMPREHENSIVE,STANDARD,USD,ACTIVE,325.17,6897.39,549.03,2026-01-29,2027-01-29,True,False,False
POL-889729785413,ZW-PH-3408315273,PK1PNWJAZ3EWDJL3E,COMPREHENSIVE,BASIC,USD,ACTIVE,311.85,6402.80,622.35,2025-08-07,2026-08-07,False,False,False
POL-383929286338,ZW-PH-2042286094,8X6TVUJCEJ1L1TK7A,LIABILITY,STANDARD,USD,CANCELLED,675.65,20527.60,1521.10,2026-01-12,2027-01-12,False,False,False
POL-746980985126,ZW-PH-3306330358,LCXTPHDZL93ARW2KN,LIABILITY,STANDARD,USD,ACTIVE,530.70,6947.87,512.06,2025-07-16,2026-07-16,False,False,False
POL-425061455049,ZW-PH-6539430749,YY937YZ19G05N125J,COMPREHENSIVE,STANDARD,USD,CANCELLED,142.03,5497.28,401.85,2025-01-15,2026-01-15,False,False,False
POL-108996999417,ZW-PH-6539430749,WP8MLE2BDUGB98350,LIABILITY,BASIC,ZWG,CANCELLED,213.44,3881.73,362.17,2024-08-30,2025-08-30,True,False,False
POL-239635212171,ZW-PH-1951945356,VFMTJBX9ZWMY01ZDL,THIRD_PARTY,BASIC,USD,EXPIRED,120.36,4715.86,407.45,2025-03-29,2026-03-29,False,False,False
POL-100559364317,ZW-PH-5044875936,E0LUJWEBBZNAEUZRS,COMPREHENSIVE,STANDARD,USD,ACTIVE,729.54,8955.63,583.91,2026-01-08,2027-01-08,False,False,True
POL-721614040573,ZW-PH-0383372447,DP3GF949VF6YUYGYY,COMPREHENSIVE,BASIC,ZWG,EXPIRED,357.50,8895.50,781.02,2024-08-11,2025-08-11,False,False,False
POL-730566065979,ZW-PH-3022725700,7SSZMYBW6JHCGHP4Z,COMPREHENSIVE,STANDARD,USD,CANCELLED,1175.32,28837.71,2079.20,2024-04-30,2025-04-30,False,False,False
POL-990888184200,ZW-PH-3022725700,LTB5TRC6H1FSHT4UR,THIRD_PARTY,STANDARD,USD,ACTIVE,352.17,3084.89,234.45,2025-10-13,2026-10-13,True,False,False
POL-548721406723,ZW-PH-3748910350,VPZ74YRAAKG1HM9DB,COMPREHENSIVE,PREMIUM,USD,EXPIRED,1049.02,21967.26,997.31,2024-11-19,2025-11-19,False,False,True
POL-122374089751,ZW-PH-7252537244,CEEGB8H7B15UT02RK,COMPREHENSIVE,PREMIUM,USD,ACTIVE,797.59,19009.29,851.62,2025-11-12,2026-11-12,True,False,False
POL-882503607334,ZW-PH-5729200751,5KUT6741E92R3EAGU,COMPREHENSIVE,BASIC,USD,ACTIVE,161.89,4497.02,377.75,2026-02-03,2027-02-03,False,False,False
POL-606446397475,ZW-PH-5729200751,8DNBC1G94ZCRM9PUU,THIRD_PARTY,BASIC,USD,ACTIVE,171.76,3404.57,285.30,2025-11-15,2026-11-15,False,False,False
POL-881014561569,ZW-PH-1746420702,ZDWND4G3L7S3GMKV7,COMPREHENSIVE,STANDARD,ZWG,EXPIRED,1265.02,29398.97,2016.77,2024-11-16,2025-11-16,False,False,False
